,Unnamed: 0,end_date,start_date,subtitle,supporters,text,title,page,day,start_month,year,month,end_month,running_days,text_length
71,71,2018-09-08,2018-03-12,Folkepensionens grundbeløb (2018 Pr. md. 6.237 kr.) gøres skattefrit. Folkepensionens grundbeløb og tillæg reguleres fremover i forhold til den gennemsnitlige lønudvikling på arbejdsmarkedet.,1265,Folkepensionens grundbeløb (2018 Pr. md. 6.237 kr.) gøres skattefrit. Folkepensionens grundbeløb og tillæg reguleres fremover i forhold til den gennemsnitlige lønudvikling på arbejdsmarkedet.,Folkepensionisterne svigtes af Folketinget.,510,8.0,marts,2018,9.0,september,27 days 00:00:00.000000000,191
72,72,2018-09-08,2018-03-12,"Gennem årene er der eksempler på, at kriminaliteten i særligt velstillede boligområder er blusset op i form af økonomisk kriminalitet, så trygheden og sikkerheden for beboere og andre, der lever i kongeriget Danmark, har lidt skade. Udviklingen har medført at der er en dalende tillid til samfundets fællesskab og at samfundet har lidt betydelige økonomiske tab.",201,"Gennem årene er der eksempler på, at kriminaliteten i særligt velstillede boligområder er blusset op i form af økonomisk kriminalitet, så trygheden og sikkerheden for beboere og andre, der lever i kongeriget Danmark, har lidt skade. Udviklingen har medført at der er en dalende tillid til samfundets fællesskab og at samfundet har lidt betydelige økonomiske tab.Det er helt centralt, at samfundet kommer en sådan opblussen af kriminalitet hurtigt til livs, fordi det kan sætte sit præg på Kongeriget i meget lang tid og give landet et dårligt ry. Det kan betyde, at ressourcestærke borgere ikke ønsker at bidrage til samfundet.Vi foreslår:En ordning, der giver bagmandspolitiet mulighed for at udpege særlige kriminalitets- og tillidsplagede områder, hvor straffen for visse økonomiske kriminalitetsformer i en periode skærpes markant (skærpet strafzone) En ordning, der giver bagmandspolitiet mulighed for at udpege særlige kriminalitets- og tillidsplagede områder, hvor straffen for visse økonomiske kriminalitetsformer i en periode skærpes markant (skærpet strafzone). Initiativet betyder, at straffen for eksempelvis skattesvig, underslæb og konkursrytteri stiger markant inden for den skærpede strafzone. Der lægges som udgangspunkt op til en fordobling af straffen, mens straffen for visse kriminalitetsformer med en i forvejen høj straf vil stige med en tredjedel. Derudover vil visse overtrædelser, der i dag straffes med bøde, i gentagelsestilfælde kunne straffes med fængsel, når overtrædelsen er begået i en skærpet strafzone. Kriminalitetsformer som omfattes:Skattesvig og herunder anvendelse af skattelyUnderslæbKursmanipulationKonkursrytteriInsiderhandlerKorruptionBestikkelseBedrageriMandatsvig SkyldnersvigÅgerHæleriRufferi Ulovlig omgang med hittegodsSort arbejdeUdnyttelse af au pair-ordning til billig arbejdskraft",Højere straffe i bestemte områder - skærpet strafzone for økonomisk kriminalitet,520,8.0,marts,2018,9.0,september,27 days 00:00:00.000000000,1833
73,73,2018-09-17,2018-03-21,"Der stilles borgerforslag om opdatering af cpr. med information om barnets forældre, så begge forældre kan modtage offentlig digital post om deres barn på samme tid og med samme metode. ",1261,"Der stilles borgerforslag om opdatering af cpr. med information om barnets forældre, så begge forældre kan modtage offentlig digital post om deres barn på samme tid og med samme metode. Det er i dag et data problem, som stopper den digitale post til begge forældre og ministerierne har på trods af gentagne anmodninger fortsat ikke sikret denne lovmæssige ret for alle forældre. Der kan ikke i Danmark laves en liste over orienteringsret og forældremyndighed for alle børn under 18 år på grund af den manglende data i cpr, hvilket forslaget skal sikre. Forslaget må anses at betyde store samfundsøkonomiske besparelser og lettere arbejdsgange i kommuner, regioner og hos staten foruden at medføre stor borgertilfredshed for forældrene.",Borgerforslag - Digital post til begge forældre,535,17.0,marts,2018,9.0,september,18 days 00:00:00.000000000,735
74,74,2018-09-08,2018-03-12,"Der stilles forslag om 3 måneders barsel for børn med begge forældre, indført som et kompromis forslag. ",704,"Der stilles forslag om 3 måneders barsel for børn med begge forældre, indført som et kompromis forslag. Fars 14 dages øremærkede barsel udvides til 2 måneder af forældrekvoten og staten udvider barselsperioden med 1 måned til far, således at barnet opnår 3 måneders barsel med begge forældre. De nordiske erfaringer viser at fædrebarslen herved bliver afholdt og der er tale om et fornuftigt kompromis i forhold til tidligere fremsatte barselsmodeller for familierne. Fædrebarsel er formentlig en af de bedste samfundsinvesteringer vi kan lave. Det er sundt for barnet, der oplever begge forældres kærlighed, omsorg, tryghed og tilknytning fra livets start. Det er sundt for parforholdet, fordi forældrene samarbejder og kommunikerer bedre om børnene i alle moderne familieformer. Det har positiv effekt for kvindernes lige muligheder på arbejdsmarkedet, mændenes lige muligheder i familielivet, den almene folkesundhed samt giver samfundsøkonomiske besparelser på socialområdet. Hertil kommer at danske virksomheder vil opleve et højere kompetenceniveau, når mænd og kvinder har et reelt frit valg i arbejds- og familielivet.",Borgerforslag - fædrebarsel,536,8.0,marts,2018,9.0,september,27 days 00:00:00.000000000,1126
75,75,2018-09-08,2018-03-12,"Alle borgere i Kongeriget Danmark skal gennemgå 8 timers førstehjælpskursus (gratis) mindst hver andet år. Førstehjælpsunderviserene vil være frivillige, men hvis der ikke er nok frivillige skal kommunerne stille videnspersoner til rådighed.",77,"Alle borgere i Kongeriget Danmark skal gennemgå 8 timers førstehjælpskursus (gratis) mindst hver andet år. Førstehjælpsunderviserene vil være frivillige, men hvis der ikke er nok frivillige skal kommunerne stille videnspersoner til rådighed.",Førstehjælpskursus mindst hver andet år,542,8.0,marts,2018,9.0,september,27 days 00:00:00.000000000,241
76,76,2018-09-19,2018-03-23,"Folketinget pålægger regeringen at fremsætte lovforslag om, at der i vuggestuer ( for børn 0-3 år ) skal være mindst en fuldtidsansat pædagogisk medarbejder pr. 3 børn og i børnehaver ( for børn fra 3 år til start i bh.klasse ) skal være mindst en fuldtidsansat pædagogisk medarbejder pr. 6 børn i det direkte arbejde med børnene, samt et vist antal medarbejdere i ydertimerne.",3803,"Folketinget pålægger regeringen at fremsætte lovforslag om, at der i vuggestuer ( for børn 0-3 år ) skal være mindst en fuldtidsansat pædagogisk medarbejder pr. 3 børn og i børnehaver ( for børn fra 3 år til start i bh.klasse ) skal være mindst en fuldtidsansat pædagogisk medarbejder pr. 6 børn i det direkte arbejde med børnene, samt et vist antal medarbejdere i ydertimerne.",Minimumsnormeringer i daginstitutioner,564,19.0,marts,2018,9.0,september,16 days 00:00:00.000000000,377
77,77,2018-09-30,2018-04-03,"Det foreslås hermed at Ankestyrelsen får mulighed for, og bliver pålagt, at indføre sanktioner overfor kommuner, myndigheder og forvaltninger der ikke efterlever Ankestyrelsens vurdering af en klagesag. ",765,"Det foreslås hermed at Ankestyrelsen får mulighed for, og bliver pålagt, at indføre sanktioner overfor kommuner, myndigheder og forvaltninger der ikke efterlever Ankestyrelsens vurdering af en klagesag. Efterlevelse bør ske indenfor rimelig tid, og senest 4 uger efter modtagelsen af Ankestyrelsens afgørelse. Ligeledes foreslås det at der indføres sanktioner overfor kommuner og øvrige myndigheder, der får særligt mange sager hjemsendt eller omgjort.Sanktionen kan for eksempel være en bøde til pågældende forvaltning eller myndighed, svarende til det dobbelte beløb af det der spares ved at undlade at efterleve Ankestyrelsens vurdering. Ved sager, hvor det ikke er muligt at fastsætte myndighedens besparelse, foreslås en bødestørrelse på 50.000 kr, som fordobles ved gentagelse i samme sag.",Ankestyrelsens muligheder for at sanktionere myndigheder og forvaltninger.,574,30.0,april,2018,9.0,september,5 days 00:00:00.000000000,795
78,78,2018-09-11,2018-03-15,"Vi ønsker et register for kviklån, som fungerer som ROFUS. (Register over frivilligt udelukkede spillere).",87,"Vi ønsker et register for kviklån, som fungerer som ROFUS. (Register over frivilligt udelukkede spillere).Således vil man blive blacklistet hos alle udbydere, så man ikke som idag skal skrive til udbyderne hver især. Kviklån er desuden alt for nemme at optage.",Register over frivilligt blacklistede personer hos kviklånsudbydere.,588,11.0,marts,2018,9.0,september,24 days 00:00:00.000000000,260
79,79,2018-09-11,2018-03-15,"Når det offentlige område rammes af konflikt sparer arbejdsgiverne penge til løn, mens borgere oplever dårligere offentlig service og de offentligt ansatte mister deres lønindtægt. Vi foreslår Folketinget opretter en velfærdspulje, så de sparede lønudgifter i forbindelse med strejke og lockout på statslige, kommunale og regionale arbejdspladser, bliver ført tilbage til de arbejdspladser, der er ramt af konflikt.",39414,"Når det offentlige område rammes af konflikt sparer arbejdsgiverne penge til løn, mens borgere oplever dårligere offentlig service og de offentligt ansatte mister deres lønindtægt. Vi foreslår Folketinget opretter en velfærdspulje, så de sparede lønudgifter i forbindelse med strejke og lockout på statslige, kommunale og regionale arbejdspladser, bliver ført tilbage til de arbejdspladser, der er ramt af konflikt.",Send konfliktpengene tilbage til velfærden,598,11.0,marts,2018,9.0,september,24 days 00:00:00.000000000,415
80,80,2018-10-03,2018-04-06,"Forslag: 100% Afkriminalisering af cannabis ønskes for det enkelte menneske som eget valg i livet, for helbred, såvel som hyggen og en 100% Afkriminalisering til industrien som kan lave varer ud fra hamp. ",22,"Forslag: 100% Afkriminalisering af cannabis ønskes for det enkelte menneske som eget valg i livet, for helbred, såvel som hyggen og en 100% Afkriminalisering til industrien som kan lave varer ud fra hamp. Forslag: At det enkelte mennesker der vælger enten de helbredsmæssige fordele, eller hyggen, må dyrke sine egne hamp planter selv.Forslag: Er der folk der skal sælge ud, skal det der sælges ud være kontrolleret af sikkerhed for forbruger.",Afkriminalisering af cannabis for alle,602,3.0,april,2018,10.0,oktober,2 days 00:00:00.000000000,443
81,81,2018-09-30,2018-04-03,"Forslaget er at man kan registerere sin samværs aftale, enten igennem statsamt, digitalt eller via en anden instans der så beregner behovet.",11,"Forslaget er at man kan registerere sin samværs aftale, enten igennem statsamt, digitalt eller via en anden instans der så beregner behovet.Derefter får man et klipkort på månedsbasis, som der er en begrænset betaling for. Pendlere har en klippekorts ordning nu.Derved så vil rekreative ture stadig skulle betales fuld pris for, hvilket er helt rimeligt, da ønsket ikke er at stille forældre i denne situation bedre end andre, men ligestillet.",Forældre med delebørn på den anden side af Øresund eller Storebælt kan køre billigere over broerne ved samvær.,612,30.0,april,2018,9.0,september,5 days 00:00:00.000000000,443
82,82,2018-09-19,2018-03-23,Det foreslås at afskaffe ministerbiler.,408,Det foreslås at afskaffe ministerbiler.,Afskaffelse af ministerbiler,613,19.0,marts,2018,9.0,september,16 days 00:00:00.000000000,39
83,83,2018-09-19,2018-03-23,"Det foreslås at udbetaling af løn / vederlag for medlemskab af folketinget ikke kan overstige den løn der udbetales til en gennemsnitlig offentlig ansat, samt at der maksimalt kan udbetales et ekstra vederlag svarende til 10.000 kroner om måneden for at være minister. Lønudviklingen for folketingsmedlemmer må aldrig overstige lønudviklingen i de offentlige overenskomster.",1325,"Det foreslås at udbetaling af løn / vederlag for medlemskab af folketinget ikke kan overstige den løn der udbetales til en gennemsnitlig offentlig ansat, samt at der maksimalt kan udbetales et ekstra vederlag svarende til 10.000 kroner om måneden for at være minister. Lønudviklingen for folketingsmedlemmer må aldrig overstige lønudviklingen i de offentlige overenskomster.",Aflønning af folketingest medlemmer samt regeringens ministre.,614,19.0,marts,2018,9.0,september,16 days 00:00:00.000000000,374
84,84,,2018-03-23,Det foreslås at særlige pensionsvilkår for medlemmer af folketinget afskaffes så pensionsvilkår følger pædagogernes overenskomst.,66254,Det foreslås at særlige pensionsvilkår for medlemmer af folketinget afskaffes så pensionsvilkår følger pædagogernes overenskomst.,Afskaffelse af ministerpension og pension til ministerbørn,616,,marts,NaN,,,16 days 00:00:00.000000000,129
85,85,2018-09-17,2018-03-21,Folketinget opfordres til at behandle dette forslag:,343,"Folketinget opfordres til at behandle dette forslag:Regeringen pålægges snarest muligt at fremsætte et lovforslag, der sikrer:•	At opsparede lønmidler fra stat, regioner og kommuner under en evt. konflikt på det offentlige arbejdsmarked afleveres til SKAT.•	At konfliktmidler indbetalt til SKAT båndlægges og tilbagebetales til skatteyderne i form af et ekstraordinært fradrag i alle borgeres indkomstbeskatning det efterfølgende år.",Balance i Den Danske Model,626,17.0,marts,2018,9.0,september,18 days 00:00:00.000000000,433
86,86,2018-09-17,2018-03-21,"Forslagsstillerne opfordrer regeringen til snarest muligt at fremsætte et lovforslag, som forlænger reklamationsretten fra de nuværende 2 år til i alt 4 år for alle produkter, der forventes at holde væsentlig længere ved almindelig brug.",379,"Forslagsstillerne opfordrer regeringen til snarest muligt at fremsætte et lovforslag, som forlænger reklamationsretten fra de nuværende 2 år til i alt 4 år for alle produkter, der forventes at holde væsentlig længere ved almindelig brug.",Forslag om at hæve reklamationsretten til 4 år,635,17.0,marts,2018,9.0,september,18 days 00:00:00.000000000,237
87,87,2018-09-30,2018-04-03,Den offentlige sagsbehandling og sociale sikring af borgere med dokumenteret sygdom og deraf følgende nedsat funktionsniveau bør flyttes over i social- og sundhedspolitikkens resort. ,1581,"Den offentlige sagsbehandling og sociale sikring af borgere med dokumenteret sygdom og deraf følgende nedsat funktionsniveau bør flyttes over i social- og sundhedspolitikkens resort. Sagsbehandlingen skal anerkende dem som værende syge og respektere deres helbredsmæssige begrænsninger, herunder tage værdige hensyn til deres helbredsproblemer og andre hermed relaterede omstændigheder, som påvirker funktionsevnen. Det indebærer, at lovgivningen skal genindføre anerkendelse af den lægefaglige dokumentation fra patientens egne læger og af lægernes faglige skøn som en afgørende og helt central del af sagsbehandlingen og arbejdet med at hjælpe syge på kanten af arbejdsmarkedet. De læge- og sundhedsfaglige skøn fra patientens egne læger skal gives forrang over beskæftigelsespolitiske prioriteringer og have størst vægt i den samlede politik og forvaltning. Andenhåndsvurderinger gjort af læger, der som konsulenter for kommunen alene udøver deres skøn på baggrund af de vurderinger, der er gjort af de læger, der har undersøgt borgeren, må aldrig have forrang i forhold til de vurderinger, der er gjort af læger, der faktisk har undersøgt borgerne og kender deres historie.",Syge skal ud af beskæftigelsespolitikken,638,30.0,april,2018,9.0,september,5 days 00:00:00.000000000,1177
88,88,2018-10-01,2018-04-04,"Vi vil herved foreslå at sagsbehandlere skal være en del af Lov om autorisation, således at de kan straffes for at lave fejl i deres arbejde, ligeså vel andre som arbejder i andre faggrupper, også er det. Det kan være fejl som kan modbevises ved hjælp af konkrete videoer og dokumenter lavet af andre fagpersoner som psykologer, læger mv. Det skal være således at sagsbehandlere som laver disse fejl, skal kunne straffes med alvorlige store bøder svarende til 3 måneders fuldtidsløn for den første forseelse og hvorefter bøderne kan fordobles pr. gang at fejlene gentager sig.",112,"Vi vil herved foreslå at sagsbehandlere skal være en del af Lov om autorisation, således at de kan straffes for at lave fejl i deres arbejde, ligeså vel andre som arbejder i andre faggrupper, også er det. Det kan være fejl som kan modbevises ved hjælp af konkrete videoer og dokumenter lavet af andre fagpersoner som psykologer, læger mv. Det skal være således at sagsbehandlere som laver disse fejl, skal kunne straffes med alvorlige store bøder svarende til 3 måneders fuldtidsløn for den første forseelse og hvorefter bøderne kan fordobles pr. gang at fejlene gentager sig.",Sagsbehandlere under lov om autorisation,680,1.0,april,2018,10.0,oktober,4 days 00:00:00.000000000,576
89,89,2018-10-02,2018-04-05,"Det foreslås at kommunerne i lighed med regionerne fritages for kravet om at skulle oprette et privat energiselskab for hvert solcelleanlæg der opsættes, samt at kommunerne fritages for kravet om revisorpåtegnede regnskaber for hvert solcelleanlæg der opsættes.",63,"Det foreslås at kommunerne i lighed med regionerne fritages for kravet om at skulle oprette et privat energiselskab for hvert solcelleanlæg der opsættes, samt at kommunerne fritages for kravet om revisorpåtegnede regnskaber for hvert solcelleanlæg der opsættes.",Forslag om bedre betingelser for opsætning af solcelleanlæg på kommunale bygninger.,745,2.0,april,2018,10.0,oktober,3 days 00:00:00.000000000,261
90,90,2018-10-02,2018-04-05,Det foreslås at moms og afgifter på frugt og grønt afskaffes så vi kan få et mere sundt og mindre overvægtigt samfund.,52,Det foreslås at moms og afgifter på frugt og grønt afskaffes så vi kan få et mere sundt og mindre overvægtigt samfund.,Et grønt Danmark – Forslag til afskaffelse af moms og afgifter på frugt og grønt,796,2.0,april,2018,10.0,oktober,3 days 00:00:00.000000000,118
91,91,2018-10-02,2018-04-05,"Alle mænd som har haft seksuelt samvær med en anden mand skal ikke udelukkes permanent fra at blive bloddonor. Risiko hos donor skal vurderes individuelt ved blandt andet at bedømme den enkelte donors seksuelle aktiviteter og adfærd, præcis som det allerede gøres med heteroseksuelle personer med spørgeskemaer i forvejen. Derfor skal den permanente udelukkelse erstattes af en midlertidig karantæne fra seneste seksuelle kontakt med en anden mand.",39,"Alle mænd som har haft seksuelt samvær med en anden mand skal ikke udelukkes permanent fra at blive bloddonor. Risiko hos donor skal vurderes individuelt ved blandt andet at bedømme den enkelte donors seksuelle aktiviteter og adfærd, præcis som det allerede gøres med heteroseksuelle personer med spørgeskemaer i forvejen. Derfor skal den permanente udelukkelse erstattes af en midlertidig karantæne fra seneste seksuelle kontakt med en anden mand.",Tillad mænd som har sex med andre mænd at donere blod.,852,2.0,april,2018,10.0,oktober,3 days 00:00:00.000000000,448
